geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
01440,-23.568515978908177,-46.67932001664842,sao paulo,SP
01441,-23.575656697760916,-46.68951882930351,são paulo,SP
01442,-23.56699321925677,-46.67793485374222,sao paulo,SP
01443,-23.56786525506377,-46.68471805799536,sao paulo,SP
01444,-23.571536165416365,-46.68422691257428,sao paulo,SP
01445,-23.57313081043339,-46.68804831917596,sao paulo,SP
01446,-23.575398783931544,-46.67571042477932,sao paulo,SP
01447,-23.572517679150597,-46.678606652120926,sao paulo,SP
01448,-23.578402590139454,-46.67817482139765,sao paulo,SP
01449,-23.576516025535227,-46.680682717251415,sao paulo,SP
01450,-23.575887063275477,-46.68516203220032,sao paulo,SP
01451,-23.575761552028737,-46.688015150425336,sao paulo,SP
01452,-23.57733419816494,-46.68673843712857,sao paulo,SP
01453,-23.58414510828073,-46.68646270038665,sao paulo,SP
01454,-23.58291018567147,-46.68776135068381,sao paulo,SP
01455,-23.580333156818018,-46.69181705037794,sao paulo,SP
01456,-23.576808499307518,-46.6907878509436,sao paulo,SP
01457,-23.57433837163139,-46.69253938758733,sao paulo,SP
01472,-23.57054369248079,-46.69129667943905,sao paulo,SP
01489,-23.57664998889148,-46.68740004775216,sao paulo,SP
01501,-23.55259161587513,-46.63541306142929,são paulo,SP
01502,-23.55467350531036,-46.63552025265517,sao paulo,SP
01503,-23.559392946274585,-46.63768411445943,são paulo,SP
01504,-23.56573442894858,-46.6394994152158,sao paulo,SP
01505,-23.555358047319537,-46.63144751276761,são paulo,SP
01506,-23.559004540106173,-46.63496090175424,são paulo,SP
01507,-23.558201539269447,-46.63147565175424,são paulo,SP
01508,-23.561483773241413,-46.63649401442673,sao paulo,SP
01509,-23.56749152983439,-46.63563156939232,sao paulo,SP
01510,-23.55619865667379,-46.63379843519533,sao paulo,SP
01511,-23.56260386955392,-46.63281407271053,sao paulo,SP
01512,-23.553648628368613,-46.62916622176693,sao paulo,SP
01513,-23.556917567300506,-46.631952301070456,sao paulo,SP
01514,-23.554554548430385,-46.62886776089216,sao paulo,SP
01516,-23.558968382465764,-46.61524563170116,sao paulo,SP
01517,-23.559822744373633,-46.62444391479598,sao paulo,SP
01518,-23.55947617055225,-46.62357091708981,sao paulo,SP
01519,-23.56116864723873,-46.62378912059265,sao paulo,SP
01520,-23.55951223868948,-46.61977963113858,sao paulo,SP
01521,-23.56112608881069,-46.6192640327486,sao paulo,SP
01522,-23.56021401941838,-46.61672529690118,sao paulo,SP
01523,-23.56412390590919,-46.61636937414156,sao paulo,SP
01524,-23.567112512345783,-46.616307663338894,sao paulo,SP
01525,-23.56444604566042,-46.63469533618496,sao paulo,SP
01526,-23.565541316406005,-46.63096621204341,sao paulo,SP
01527,-23.562581574513874,-46.62833075985341,sao paulo,SP
01528,-23.56463914820535,-46.62627337150148,sao paulo,SP
01529,-23.5688472717122,-46.63494157092152,sao paulo,SP
01530,-23.56920526624445,-46.62880686948179,sao paulo,SP
01531,-23.57106818595992,-46.63265119124003,sao paulo,SP
01532,-23.571664868168945,-46.635615801690825,sao paulo,SP
01533,-23.571333701915854,-46.63824768081396,sao paulo,SP
01534,-23.56869553926945,-46.62646546794392,sao paulo,SP
01535,-23.572119688037397,-46.625417150989634,sao paulo,SP
01536,-23.568637190951584,-46.623406336949564,sao paulo,SP
01537,-23.569540040524537,-46.622100969386665,sao paulo,SP
01538,-23.580310185610458,-46.62454658511668,são paulo,SP
01539,-23.571578567026386,-46.62034739403609,sao paulo,SP
01540,-23.565572077442397,-46.62189758021236,sao paulo,SP
01541,-23.568722298084143,-46.618733572710525,sao paulo,SP
01542,-23.57106559811585,-46.62448894102369,sao paulo,SP
01543,-23.575466602977613,-46.62140066822287,sao paulo,SP
01544,-23.576957496537545,-46.62142270760002,sao paulo,SP
01545,-23.58112435053957,-46.6178758329102,sao paulo,SP
01546,-23.57959847821568,-46.62254380350848,são paulo,SP
01547,-23.58268123282691,-46.6207750896474,sao paulo,SP
01548,-23.57718869759076,-46.61370070420966,sao paulo,SP
01549,-23.576638819405943,-46.61601386332151,sao paulo,SP
01550,-23.57381229586244,-46.61617543505108,sao paulo,SP
01551,-23.572864152374617,-46.61231750416927,sao paulo,SP
01552,-23.571146043020363,-46.61111143247717,sao paulo,SP
01553,-23.57430307573513,-46.60925096788949,sao paulo,SP
02009,-23.515799103830265,-46.64113909097136,sao paulo,SP
02010,-23.508647497085803,-46.62621608562863,são paulo,SP
02011,-23.507180947544565,-46.6262897693802,sao paulo,SP
02012,-23.513631579856145,-46.62950760331549,sao paulo,SP
02013,-23.50220016541636,-46.6347327799065,sao paulo,SP
02016,-23.50118744257222,-46.627306713644735,sao paulo,SP
02017,-23.500321507213357,-46.63584851276761,são paulo,SP
02018,-23.4951670582838,-46.629938389116525,sao paulo,SP
02019,-23.498279999999994,-46.63023060061168,sao paulo,SP
02020,-23.496668848936185,-46.63267905161871,sao paulo,SP
02021,-23.498316524006004,-46.63581236081134,sao paulo,SP
02022,-23.50374239107844,-46.63824001804726,são paulo,SP
02028,-23.50801347996321,-46.617514281709845,sao paulo,SP
02029,-23.509891955777412,-46.617959869544144,sao paulo,SP
02030,-23.504398054538573,-46.624627022882166,sao paulo,SP
02031,-23.5119253979115,-46.6253165150725,sao paulo,SP
02032,-23.51077923487879,-46.623923552201184,sao paulo,SP
02033,-23.499687064804675,-46.612303192480795,sao paulo,SP
02034,-23.50420648194742,-46.6236414921749,sao paulo,SP
02035,-23.495812658621357,-46.62243722641233,são paulo,SP
02036,-23.50112065848872,-46.6203512865544,sao paulo,SP
02037,-23.49990752207277,-46.62052079516994,sao paulo,SP
02038,-23.496298486712217,-46.62356025207747,sao paulo,SP
02039,-23.492799200868866,-46.62192141874891,sao paulo,SP
02040,-23.48963402132936,-46.622021897441336,sao paulo,SP
02041,-23.488973062228776,-46.62064292353855,sao paulo,SP
02042,-23.495568756481344,-46.615384692413315,sao paulo,SP
02043,-23.490223040798668,-46.617224474492815,sao paulo,SP
02044,-23.49568082347514,-46.61887747807146,sao paulo,SP
02045,-23.49648957195567,-46.616537951641725,sao paulo,SP
02046,-23.492516857060444,-46.612034767505286,sao paulo,SP
02047,-23.51759267512555,-46.61726286101337,sao paulo,SP
02049,-23.514166590335094,-46.61736559414439,são paulo,SP
02050,-23.517227425341893,-46.61178187155927,são paulo,SP
02051,-23.512218239107845,-46.608722793294504,sao paulo,SP
02052,-23.51152876519133,-46.607128170840696,sao paulo,SP
02053,-23.51562097807146,-46.60419862406944,sao paulo,SP
02054,-23.517797808197223,-46.607091647382944,sao paulo,SP
02055,-23.514415916036732,-46.605133765061424,sao paulo,SP
02056,-23.511841208436728,-46.604098762767606,são paulo,SP
02060,-23.519256620327738,-46.60345591763806,sao paulo,SP
02064,-23.51707022952855,-46.5993218083559,sao paulo,SP
02065,-23.507884938109505,-46.60554417816963,sao paulo,SP
02066,-23.508686608661765,-46.60704480648046,sao paulo,SP
02067,-23.50726541548847,-46.60271762427145,sao paulo,SP
02068,-23.503868999999995,-46.61212479302037,sao paulo,SP
02069,-23.50541004302036,-46.613767588954914,sao paulo,SP
02071,-23.50438331763271,-46.6071977412335,sao paulo,SP
02072,-23.49993667110052,-46.60427196058632,sao paulo,SP
02073,-23.501797407438396,-46.60748711851517,sao paulo,SP
02074,-23.50406647654225,-46.603369472791336,sao paulo,SP
02075,-23.503607759362943,-46.60135792951116,sao paulo,SP
02076,-23.504635372468115,-46.59911076395058,sao paulo,SP
02077,-23.502424494864105,-46.59717644532287,sao paulo,SP
02078,-23.501720210658437,-46.595045462115536,sao paulo,SP
02079,-23.499064581741557,-46.6064044730798,sao paulo,SP
02080,-23.497612575350594,-46.60588084975389,sao paulo,SP
02081,-23.496102481822373,-46.604177104218365,sao paulo,SP
02082,-23.49470125757394,-46.60678683166944,sao paulo,SP
02083,-23.49419518373822,-46.59758626464306,sao paulo,SP
02084,-23.4976454521322,-46.59971225007211,sao paulo,SP
02085,-23.4974436813723,-46.61260908702167,sao paulo,SP
02088,-23.50424025971884,-46.620742066583865,sao paulo,SP
02089,-23.51709448459233,-46.616673100755904,sao paulo,SP
02110,-23.519571487645177,-46.59530197477013,sao paulo,SP
02111,-23.518439550569084,-46.5932984873766,sao paulo,SP
02112,-23.520850095512493,-46.593126394480095,são paulo,SP
02113,-23.521406221037168,-46.592062665398366,sao paulo,SP
02114,-23.52228692176485,-46.59078810629585,sao paulo,SP
02115,-23.526499508561297,-46.5916432260661,sao paulo,SP
02116,-23.51906498112988,-46.58460977393391,sao paulo,SP
02117,-23.519811525535225,-46.59376134339034,sao paulo,SP
02118,-23.51526342936693,-46.59291223327074,sao paulo,SP
02119,-23.511942,-46.59285820564648,sao paulo,SP
02120,-23.510620424182306,-46.594217747359366,são paulo,SP
02121,-23.511894317790983,-46.590247000692486,sao paulo,SP
02122,-23.512150822959867,-46.58356862836862,sao paulo,SP
02123,-23.51194017707312,-46.57923704648282,sao paulo,SP
02124,-23.50596583126541,-46.57781476715322,sao paulo,SP
02125,-23.510176637803664,-46.58742229961336,sao paulo,SP
02126,-23.5070849023025,-46.59173845989383,sao paulo,SP
02127,-23.502762534826054,-46.588408797737884,sao paulo,SP
02128,-23.505190098115854,-46.59427113509149,sao paulo,SP
02129,-23.5039587328611,-46.588758508814685,sao paulo,SP
02130,-23.50830120122337,-46.58354303274857,são paulo,SP
02131,-23.50410130793756,-46.58254442561602,sao paulo,SP
02132,-23.50140196280802,-46.57731480697093,sao paulo,SP
02133,-23.4992505858965,-46.5848862901783,sao paulo,SP
02134,-23.49918202192854,-46.57851628899533,sao paulo,SP
02135,-23.498762554811556,-46.5880495441312,sao paulo,SP
02136,-23.49799627477061,-46.582767719324536,são paulo,SP
02137,-23.49789338663504,-46.57642462920533,sao paulo,SP
02138,-23.494527602415026,-46.57459130966878,sao paulo,SP
02139,-23.490544054677123,-46.573733800781994,são paulo,SP
02141,-23.489193683386937,-46.57109031223673,são paulo,SP
02142,-23.5100047784509,-46.577215288649086,sao paulo,SP
02143,-23.506750508194305,-46.575106755554245,sao paulo,SP
02144,-23.502871592561604,-46.57083605675562,sao paulo,SP
02145,-23.502141881153726,-46.56601770663338,sao paulo,SP
02146,-23.50095702331352,-46.57088226395057,sao paulo,SP
02147,-23.498361926574916,-46.565166700263546,são paulo,SP
02150,-23.49355183055859,-46.568382003606686,sao paulo,SP
02151,-23.497048047463764,-46.569506953719184,sao paulo,SP
02152,-23.49804561226844,-46.57257691938361,são paulo,SP
02161,-23.49007470302671,-46.56894290049915,são paulo,SP
02162,-23.4904124074384,-46.562503456719824,são paulo,SP
02166,-23.525060091869104,-46.584156027756926,sao paulo,SP
02167,-23.522462730300536,-46.58154805629277,sao paulo,SP
02168,-23.520101007457864,-46.57970414962962,são paulo,SP
02169,-23.5210511286962,-46.57825175520801,sao paulo,SP
02170,-23.525379999999927,-46.576089999999965,são paulo,SP
02174,-23.52298034571991,-46.57258849209415,sao paulo,SP
02175,-23.515196383294477,-46.57453612822437,sao paulo,SP
02176,-23.5131705992267,-46.57298967860234,sao paulo,SP
02177,-23.511506887875782,-46.56917911601936,sao paulo,SP
02178,-23.52152283679088,-46.5705920111085,são paulo,SP
02179,-23.52189976131052,-46.56816730078198,sao paulo,SP
02180,-23.519632489728217,-46.56585772085809,sao paulo,SP
02181,-23.519734707479067,-46.5633667924,são paulo,SP
02185,-23.51635929194087,-46.56782303996194,sao paulo,SP
02186,-23.51424059367245,-46.569392478836065,sao paulo,SP
02187,-23.51561780941832,-46.56479444504872,sao paulo,SP
02188,-23.510133953098823,-46.5666304632985,sao paulo,SP
02189,-23.507942521784308,-46.56850169608748,são paulo,SP
02190,-23.5073682192535,-46.56413015590919,sao paulo,SP
02201,-23.48496454763939,-46.59166025540885,são paulo,SP
02202,-23.492819497996617,-46.59477393228112,sao paulo,SP
02203,-23.49192999194992,-46.591843973844405,sao paulo,SP
02204,-23.48636752553523,-46.59139125,sao paulo,SP
02205,-23.48795662254023,-46.5904954671793,sao paulo,SP
02206,-23.483662595620014,-46.595897454902165,são paulo,SP
02207,-23.485869985284825,-46.58770552761269,sao paulo,SP
02208,-23.482737115182623,-46.58820883028448,sao paulo,SP
02209,-23.485064826913263,-46.582881366042514,sao paulo,SP
02210,-23.48315244601536,-46.58263013488948,sao paulo,SP
02211,-23.497402861503843,-46.593727543712845,sao paulo,SP
02212,-23.495191386346573,-46.58915327032722,sao paulo,SP
02213,-23.49677497293556,-46.58814172085809,sao paulo,SP
02214,-23.493127144381795,-46.58716875464542,são paulo,SP
02215,-23.490987747157924,-46.58363230974089,sao paulo,SP
02216,-23.49338475437128,-46.57900148987243,sao paulo,SP
02217,-23.490460865110524,-46.58091172162269,são paulo,SP
02218,-23.487101324585986,-46.584595579721864,sao paulo,SP
02219,-23.49119525007212,-46.586514929222695,sao paulo,SP
02220,-23.490426556898825,-46.57900668665242,sao paulo,SP
02221,-23.482843538302824,-46.580572443173295,sao paulo,SP
02222,-23.482066085766604,-46.57742509942871,sao paulo,SP
02223,-23.47995952553522,-46.57840726721101,sao paulo,SP
02224,-23.48441979531419,-46.574638805715864,sao paulo,SP
02225,-23.48234428462404,-46.57492594900167,sao paulo,SP
02226,-23.479733330807,-46.57438542270183,sao paulo,SP
02227,-23.47863930751921,-46.57229222023771,sao paulo,SP
02228,-23.475019190951585,-46.5716534716948,sao paulo,SP
02229,-23.47714730322003,-46.56826329232212,sao paulo,SP
02230,-23.483707808114985,-46.56342963044608,sao paulo,SP
02231,-23.47544032584106,-46.56548855037794,são paulo,SP
02232,-23.47504882070517,-46.56415992423104,sao paulo,SP
02233,-23.477853483625708,-46.56431704190952,sao paulo,SP
02234,-23.478351936161943,-46.57008557292687,são paulo,SP
02235,-23.47877965522789,-46.57752700061735,sao paulo,SP
02236,-23.472588111575952,-46.56836591548847,sao paulo,SP
02237,-23.46531197335392,-46.57086847171908,sao paulo,SP
02238,-23.47070333186535,-46.569348720119535,sao paulo,SP
02239,-23.484480495152567,-46.6090051298257,sao paulo,SP
02240,-23.47891339355994,-46.60296099861503,sao paulo,SP
02241,-23.490518793784968,-46.60742305591787,sao paulo,SP
02242,-23.487175523288485,-46.60682213068412,sao paulo,SP
02243,-23.49135788980902,-46.603728026227714,sao paulo,SP
02244,-23.488502395227464,-46.6046281887299,sao paulo,SP
02245,-23.484748762003008,-46.60603441507012,sao paulo,SP
