seller_id,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
ec2e006556300a79a5a91e4876ab3a56,03445,sao paulo,SP,-23.54881524120508,-46.52860928018063,sao paulo,SP
b2a6d334e2833acea353624840e25a0e,04133,sao paulo,SP,-23.61988085429048,-46.61784924409308,sao paulo,SP
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,-15.84777063762379,-48.11230111671739,ceilandia,DF
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,-15.781713800046974,-47.93342033773479,brasilia,DF
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,-28.32819939742141,-49.177507854489534,sao ludgero,SC
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,-27.583709059957247,-48.58055730128678,florianopolis,SC
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,-22.716528528160943,-47.64025398154823,piracicaba,SP
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,-30.0654429567055,-51.2266022627676,porto alegre,RS
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,-22.15182621397245,-46.039438003454805,congonhal,MG
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,-19.867634779906503,-43.89928869983838,belo horizonte,MG
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,-19.842312483625705,-43.97991382480232,belo horizonte,MG
8759e7aedd644f487315e5860962f162,09251,santo andre,SP,-23.630354271308164,-46.50720643548685,santo andre,SP
e546117ed9cafbc40239c0c78635c584,04705,sao paulo,SP,-23.62112665860704,-46.69487257715392,sao paulo,SP
d71d863e5ef30d94e440c11be17dcd8f,06144,osasco,SP,-23.56710996367061,-46.80112352709052,osasco,SP
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,-22.975093324676056,-47.00146007593362,valinhos,SP
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,-26.327037478215686,-48.87983368887412,joinville,SC
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,-23.939770352620613,-46.183004795842194,guaruja,SP
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,-22.93009866316372,-42.4970039999183,saquarema,RJ
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,-26.64316060183339,-48.68786092554536,barra velha,SC
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,-22.41632898092502,-43.1317644727386,petropolis,RJ
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,-29.83061383883275,-50.52051119323526,santo antonio da patrulha,RS
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,-25.09401432889011,-50.16095743555268,ponta grossa,PR
cbbd5ae8f53de5f5097cd8217b529e24,06544,santana de parnaiba,SP,-23.46190182672717,-46.852560099511294,santana de parnaiba,SP
02ecc2a19303f05e59ce133fd923fff7,09121,santo andre,SP,-23.679556489139276,-46.50219195154644,santo andre,SP
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,-22.00321146228056,-47.85609149999999,sao carlos,SP
55f7a3319d80f7fdf078b8f03e6725fe,06056,osasco,SP,-23.566754289341567,-46.7883305829355,osasco,SP
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,-21.7575376839452,-48.82926174236043,ibitinga,SP
b7e1750c1157341d2abd0251e07c186b,05741,sao paulo,SP,-23.61067755628102,-46.74772148265909,sao paulo,SP
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,-25.543616071325555,-49.18256358811821,sao jose dos pinhais,PR
a416b6a846a11724393025641d4edd5e,03702,sao paulo,SP,-23.51613685387212,-46.5477308798257,sao paulo,SP
7e93a43ef30c4f03f38b393420bc753a,06429,barueri,SP,-23.48936092560812,-46.95410833527528,barueri,SP
5206cc4bc2297c833e6061c49bf9c43f,06192,osasco,SP,-23.52774981568486,-46.80287964197576,osasco,SP
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,-29.17915863755419,-51.14717088960165,caxias do sul,RS
ef506c96320abeedfb894c34db06f478,03569,sao paulo,SP,-23.54286431307345,-46.49070640341336,sao paulo,SP
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,-26.32238680534501,-48.82952916902304,joinville,SC
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,-18.651529639281804,-48.19262151872806,araguari,MG
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,-19.863027426522585,-44.02479298496488,contagem,MG
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,-26.49114527840596,-49.05336001987973,jaragua do sul,SC
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,-21.7575376839452,-48.82926174236043,ibitinga,SP
7722b1df1b0e383e000397b2c11e3e19,09715,sao bernardo do campo,SP,-23.715550415200024,-46.54583597833126,são bernardo do campo,SP
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,-27.81777800017045,-50.33059873285502,lages,SC
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,-29.17519237322801,-51.56925812204669,vale dos vinhedos,RS
3296662b1331dea51e744505065ae889,15805,catanduva,SP,-21.124255389953248,-48.96369146142302,catanduva,SP
411f3b52d857390502ee4e4d5ceabc2d,09400,ribeirao pires,SP,-23.71152919119625,-46.41256396540937,ribeirão pires,SP
bba3293d6f5d5af2f415e004e8b93ae3,04726,sao paulo,SP,-23.63608005976541,-46.71209825910773,sao paulo,SP
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,-21.246479099863254,-48.3180082512998,jaboticabal,SP
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,-22.42961542512157,-50.205234449192936,echapora,SP
d650b663c3b5f6fb392b6326366efa9a,06713,cotia,SP,-23.607269370979644,-46.858689188430304,cotia,SP
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,-27.21540783319318,-49.64128007016929,rio do sul,SC
c2d70ce2c5d0a2eb75e78668236e6dc8,04275,sao paulo,SP,-23.593703605603345,-46.61658036894656,sao paulo,SP
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,-23.506028078264777,-47.47033152040972,sorocaba,SP
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.837595403846905,-43.323451475849744,rio de janeiro,RJ
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.36008633491716,-48.072547215529184,pradopolis,SP
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.985480048978644,-43.20398699486412,rio de janeiro,RJ
7cf4ea70955b00d6b3c22542598e2715,01125,sao paulo,SP,-23.52628837691152,-46.6404078985516,sao paulo,SP
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.748116157070065,-42.89099241735732,itaboraí,RJ
83353a83fd769dfafa4f21a72b15e3e5,05786,sao paulo,SP,-23.63531521653247,-46.77194824646542,sao paulo,SP
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.824023668423,-49.49190928448127,mirassol,SP
d4910f1cdcfdabd48d6b316e395d4a23,09190,santo andre,SP,-23.67489222786944,-46.53867996829014,santo andré,SP
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.294270166927944,-50.34272175985954,birigui,SP
9dc79dd988ac42f4d56c340d7048420a,03569,sao paulo,SP,-23.54286431307345,-46.49070640341336,sao paulo,SP
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.83372111434592,-43.9451567019751,belo horizonte,MG
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.88622010185244,-43.26766626789475,rio de janeiro,RJ
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.90688289702239,-43.184569704137566,rio de janeiro,RJ
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.7575376839452,-48.82926174236043,ibitinga,SP
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,-22.92165312169474,-45.46268233298903,pindamonhangaba,SP
698624c6632eeba1774924dbea24c700,01425,sao paulo,SP,-23.57285696530384,-46.6592021873449,sao paulo,SP
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.67542885928214,-50.43778446156725,assis,SP
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.695130561746257,-46.98754063827643,jaguariuna,SP
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.791151858733887,-48.1822903695269,araraquara,SP
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.337824367168032,-41.75541231235536,macae,RJ
62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.20247301887012,-47.29433699694157,salto,SP
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.392665048156225,-47.57888451865112,rio claro,SP
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.32116052510254,-51.14229042105706,londrina,PR
1d4587203296c8f4ad134dc286fa6db0,05101,sao paulo,SP,-23.50554239217496,-46.72792414377629,sao paulo,SP
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.179400704556425,-47.8091725567546,ribeirao preto,SP
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,-22.84101375021634,-43.30078860574758,rio de janeiro,RJ
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69448512017128,-45.25794378743439,tres coracoes,MG
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP,-23.61289225859717,-46.59790484631163,sao paulo,SP
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.693709830088583,-50.04282904840793,nhandeara,SP
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.7575376839452,-48.82926174236043,ibitinga,SP
e24d3429d294b2eb200b064ebb035879,03514,sao paulo,SP,-23.53383481107524,-46.52078409701275,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.847018615601783,-47.97307559821103,brasilia,DF
05ca864204d09595ae591b93ea9cf93d,06465,barueri,SP,-23.50779131246589,-46.84809115539192,barueri,SP
9d39404483343dd55c7ae254494d8388,01044,sao paulo,SP,-23.54562699916329,-46.64140988467314,sao paulo,SP
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.357636847029436,-49.28800715100319,orleans,SC
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.827650452464116,-47.92428380531554,brasilia,DF
0692610d8abe24f287e9fae90ea0bbee,02310,sao paulo,SP,-23.47325500276996,-46.60045392783772,sao paulo,SP
7b07b3c7487f0ea825fc6df75abd658b,02016,sao paulo,SP,-23.50118744257222,-46.627306713644735,sao paulo,SP
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.663347293083811,-56.052260210664414,cuiaba,MT
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.033843669715534,-47.909276889405,sao carlos,SP
784ba75dd9d20200c4caed3d7a77141a,01040,sao paulo,SP,-23.540876706359263,-46.6382183104334,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,03322,sao paulo,SP,-23.54911708328529,-46.56899813128279,sao paulo,SP
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.923716505554246,-43.21260688086444,rio de janeiro,RJ
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.29601073646984,-53.313639374821705,formosa do oeste,PR
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.93156500415494,-43.69014093741702,rio de janeiro,RJ
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.93859650011278,-46.36324264071785,santos,SP
82e0a475a88cc9595229d8029273f045,03417,sao paulo,SP,-23.54023019401001,-46.54881452622772,sao paulo,SP
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.43492228242642,-49.712313156425935,santa terezinha de goiás,GO
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.443410323330905,-49.32942299999999,curitiba,PR
ed4acab38528488b65a9a9c603ff024a,08260,sao paulo,SP,-23.5702153501212,-46.435583380316174,sao paulo,SP
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.87262510202068,-52.18035405223537,arvorezinha,RS
fce62094ffe6a4009188ec44e681dfdd,04674,sao paulo,SP,-23.663908927837724,-46.68821032664167,sao paulo,SP
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.20253542048014,-47.802165836386976,ribeirao preto,SP
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.003525963044787,-42.71880215875891,guiricema,MG
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.17376467545709,-51.15022097994026,caxias do sul,RS
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.28606907206765,-35.970872835421964,caruaru,PE
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.426059370246406,-49.25460367874656,curitiba,PR
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,-20.52783646775261,-47.38819149126934,franca,SP
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,-25.48597267359485,-49.273060080356586,curitiba,PR
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,-12.987629684913276,-38.50067621385278,salvador,BA
b18dc380845b24038cfc48006478f099,09951,diadema,SP,-23.68898807343688,-46.58815224112638,diadema,SP
f22a247b79dd22ecd91dc8e3b2a1b07c,08573,itaquaquecetuba,SP,-23.492121781026512,-46.351064649546,itaquaquecetuba,SP
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,-22.6090229382009,-48.79628361256285,lençóis paulista,SP
ffc470761de7d0232558ba5e786e57b7,07091,guarulhos,SP,-23.464218367914743,-46.53934775273072,guarulhos,SP
4c498c7345e89aebad651544829beca0,06341,carapicuiba,SP,-23.572379916140765,-46.81855255535172,carapicuiba,SP
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,-14.524558972222868,-49.14295729593409,uruacu,GO
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,-26.911293824874424,-48.65586376398079,itajaí,SC
024b564ae893ce8e9bfa02c10a401ece,03280,sao paulo,SP,-23.58350646932889,-46.53806213488948,sao paulo,SP
a513150f33f99a06569e9cd5c4bb889b,01545,sao paulo,SP,-23.58112435053957,-46.6178758329102,sao paulo,SP
c1dde11f12d05c478f5de2d7319ad3b2,01026,sao paulo,SP,-23.539439503750906,-46.632953890394745,são paulo,SP
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,-25.459071007247765,-49.28608669019855,curitiba,PR
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,-22.93051158617264,-53.136361264785,loanda,PR
f12ff17ad8bbf01ec5c33b17e506649b,03186,sao paulo,SP,-23.56599859838998,-46.58170804371284,sao paulo,SP
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,-21.876176339641987,-51.84436934059116,presidente venceslau,SP
6a8a889bde935bafa76d7848782dfaf9,02839,sao paulo,SP,-23.477818578683145,-46.68311699486409,sao paulo,SP
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,-23.426958144453693,-51.94893959768052,maringá,PR
d6cd01c59123df02fc226eadbadb5f89,01207,sao paulo,SP,-23.539369243407013,-46.638486209821714,sao paulo,SP
c8e135e7b21ecbc36c1153a29d2f5a06,01411,sao paulo,SP,-23.56480403400366,-46.66451699639332,sao paulo,SP
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.923301780469096,-43.94837834661288,belo horizonte,MG
f9a02f1922d1de564392e656d82b3fda,08502,ferraz de vasconcelos,SP,-23.538863960631733,-46.356887854434696,ferraz de vasconcelos,SP
9523fb39dd240aa958e040f8183d64f3,01541,sao paulo,SP,-23.568722298084143,-46.618733572710525,sao paulo,SP
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,-22.59992917902069,-47.40885355251318,limeira,SP
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,-23.97212493949449,-46.314537931300165,santos,SP
f6122bc84774df1b372bdb3bb88ddb9f,06436,barueri,SP,-23.53798330426693,-46.8894867507173,barueri,SP
fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,SP,-23.47325500276996,-46.60045392783772,sao paulo,SP
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,-20.44177374108617,-44.76617579262522,claudio,MG
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,-21.15521512910574,-47.80381533811819,ribeirao preto,SP
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,-22.940639272054288,-43.04253550478964,niteroi,RJ
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,-21.79623788022635,-50.87856401826544,osvaldo cruz,SP
270d3ef21830ad0ecf3a6c53d08a533a,06380,carapicuiba,SP,-23.539105283163583,-46.83807829250327,carapicuiba,SP
89c127985a8b130cfa45c1d36764017a,06016,osasco,SP,-23.533436546208684,-46.77896602975152,osasco,SP
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,-22.82969864147344,-43.01542901343805,sao goncalo,RJ
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,-15.96221402385939,-54.96900382865118,jaciara,MT
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,-26.992891946381214,-48.6341316455796,balneario camboriu,SC
8e34331b7eedd03be4e5d965c1956225,04009,sao paulo,SP,-23.589192647299583,-46.63627333197481,sao paulo,SP
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,-26.825253513481076,-49.26977078427555,timbo,SC
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,-21.141167070777293,-47.79102776074792,ribeirao preto,SP
ff314fa6033cc68ec451c47aee2d6ba4,05424,sao paulo,SP,-23.568696895781635,-46.69752830786545,são paulo,SP
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,-27.729372911015968,-52.537491045681705,jacutinga,RS
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,-3.760221863779403,-38.56832098148735,fortaleza,CE
e819bcfade7b5d88a27325eb6cfd62c5,07242,guarulhos,SP,-23.43981518960048,-46.421449690259095,guarulhos,SP
6d2f2e3b539480db1e0842b3a4e32e6e,07051,guarulhos,SP,-23.467753653248582,-46.55196067284606,guarulhos,SP
e88165a185134e13fdfc85d4fa654db8,08517,ferraz de  vasconcelos,SP,-23.56892589286744,-46.372428309048416,ferraz de vasconcelos,SP
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.13447535842588,-51.10328439406817,mirandopolis,SP
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,-26.280899829897173,-48.79971481418431,joinville,SC
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,MG,-19.936975303434306,-43.97544441672922,belo horizonte,MG
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,-22.353255108691155,-49.10141221854996,bauru,SP
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,-23.304238944149432,-45.962692417710166,jacarei,SP
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,-23.27629761618928,-47.27548060132837,itu,SP
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,-25.40731198592476,-52.41158713372732,laranjeiras do sul,PR
5fd924b4836098a5be0ecf81ba054ce0,03554,sao paulo,SP,-23.538328638351924,-46.5065121947025,sao paulo,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,-27.00518824428508,-51.15097028519262,videira,SC
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,-27.444213025953584,-48.40117682768295,florianopolis,SC
3f995f07c49d0d55a99d5c54957f7d81,06853,itapecerica da serra,SP,-23.69013907788352,-46.85539165846532,itapecerica da serra,SP
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,-6.83684999999997,-35.1267527800385,mamanguape,PB
6650fcccd8cd2f7e55ffa524f30c4c59,08490,sao paulo,SP,-23.569514570633054,-46.40873785567547,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,-20.4103580795654,-42.897725951016376,ponte nova,MG
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,-24.18606050029388,-53.02488480588684,goioere,PR
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,-22.346929999166324,-48.78006525529161,pederneiras,SP
b4a476fbd28de64b1e347abf9089366a,06653,itapevi,SP,-23.54681279740811,-46.92992956472787,itapevi,SP
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,-16.650735482220078,-49.268908910213554,goiânia,GO
dadc51ef321949ec9a3ab25cd902e23d,04821,sao paulo,SP,-23.72506469025751,-46.6879344117625,sao paulo,SP
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,-22.88337299999999,-43.47164067816963,rio de janeiro,RJ
14a08204d03bb6b6bde8029f801ae0eb,01026,sao paulo,SP,-23.539439503750906,-46.632953890394745,são paulo,SP
bee36b4f9a2b9fdcaff6ec05df202ed0,03308,sao paulo,SP,-23.541414085933106,-46.5720153216718,sao paulo,SP
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,-29.16564503217782,-51.15562786548215,caxias do sul,RS
c85d7b477a709c85a1e8b8f25aa1b270,09640,sao bernardo do campo,SP,-23.655907995169144,-46.57497322009348,sao bernardo do campo,SP
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,-7.219097051762928,-35.89054368124239,campina grande,PB
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,-29.664597159898342,-51.148736944185984,estancia velha,RS
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,-22.47974447821569,-44.49711955771412,resende,RJ
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,-26.488910860667115,-49.08117169900166,jaragua do sul,SC
5cf1ec37aea089f45110c70653a166ab,02215,sao paulo,SP,-23.490987747157924,-46.58363230974089,sao paulo,SP
0a82f5fb06a4fe4ac2cf7cb412ec71b8,05524,sao paulo,SP,-23.596805873742355,-46.74269277359676,sao paulo,SP
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,-23.01564521426511,-43.45932989361249,rio de janeiro,RJ
3d621842b2ed28e2b474132480edac3c,08041,sao paulo,SP,-23.51513245268045,-46.44014918329291,são paulo,SP
baf15155e37ef5492731459bdc05be8a,05715,sao paulo,SP,-23.62926942576026,-46.73224313390852,sao paulo,SP
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,-27.553172194038662,-48.49809145420967,florianopolis,SC
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,-23.49996360268915,-47.49864996211552,sorocaba,SP
